name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
fiat punto pure 1.2l fire,2016.0,265000.0,33003.0,petrol,individual,manual,first owner,15.7,1172.0,67,5.0
maruti wagon r lxi cng,2016.0,320000.0,43000.0,cng,individual,manual,second owner,26.6,998.0,58.16,5.0
hyundai i20 magna 1.2,2016.0,590000.0,16500.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
toyota innova 2.5 gx 8 str bsiv,2012.0,650000.0,138000.0,diesel,individual,manual,second owner,12.8,2494.0,102,
mahindra scorpio 2009-2014 ex 9s bsiii,2013.0,509999.0,165500.0,diesel,individual,manual,second owner,14.0,2523.0,75,5.0
maruti swift dzire zdi,2011.0,350000.0,120000.0,diesel,individual,manual,second owner,19.3,1248.0,73.9,5.0
tata nexon 1.5 revotorq xm,2018.0,749000.0,30000.0,diesel,individual,manual,first owner,21.5,1497.0,108.5,5.0
tata indigo cs ls (tdi) bs iii,2010.0,150000.0,70000.0,diesel,individual,manual,second owner,19.09,1396.0,69,5.0
hyundai santro le,2014.0,33983.0,80000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
maruti zen lx,2003.0,58000.0,170000.0,petrol,individual,manual,third owner,17.3,993.0,60,5.0
mahindra verito 1.5 d2 bsiv,2011.0,200000.0,120000.0,diesel,individual,manual,third owner,21.0,1461.0,64.1,5.0
mahindra jeep mm 540,2014.0,210000.0,47990.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
tata indica vista quadrajet ls,2014.0,240000.0,168000.0,diesel,individual,manual,second owner,22.3,1248.0,74,5.0
honda amaze e i-dtec,2017.0,515000.0,60000.0,diesel,individual,manual,second owner,25.8,1498.0,98.6,5.0
maruti alto lxi,2008.0,145000.0,120000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
maruti wagon r vxi optional,2016.0,450000.0,5800.0,petrol,individual,manual,second owner,20.51,998.0,67.04,5.0
maruti a-star lxi,2010.0,179000.0,68700.0,petrol,individual,manual,third owner,19.0,998.0,66.1,5.0
hyundai verna xi (petrol),2007.0,220000.0,108000.0,petrol,individual,manual,third owner,13.9,1599.0,103.2,5.0
ford ecosport 1.5 petrol titanium plus bsiv,2018.0,850000.0,90000.0,petrol,individual,manual,first owner,17.0,1497.0,121.36,5.0
volkswagen polo petrol highline 1.2l,2011.0,270000.0,60000.0,petrol,individual,manual,second owner,16.47,1198.0,73.9,5.0
hyundai eon magna plus,2016.0,335000.0,17000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
maruti wagon r vxi optional,2018.0,459999.0,5000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
maruti vitara brezza ldi option,2017.0,710000.0,60000.0,diesel,individual,manual,first owner,24.3,1248.0,88.5,5.0
maruti swift dzire ldi,2015.0,330000.0,140000.0,diesel,individual,manual,second owner,26.59,1248.0,74,5.0
jeep compass 2.0 limited,2017.0,,15000.0,diesel,individual,manual,first owner,17.1,1956.0,170,5.0
tata nexon 1.2 revotron xz plus,2018.0,750000.0,25000.0,petrol,individual,manual,first owner,17.0,1198.0,108.5,5.0
chevrolet spark 1.0 lt,2016.0,160000.0,50000.0,petrol,individual,manual,second owner,16.2,995.0,62.1,5.0
chevrolet beat diesel lt option,2016.0,215000.0,60000.0,diesel,individual,manual,second owner,25.44,936.0,56.3,5.0
tata nano cx bsiii,2012.0,60000.0,40000.0,petrol,individual,manual,second owner,25.4,624.0,38,4.0
maruti swift dzire vxi,2014.0,480000.0,72000.0,petrol,individual,manual,first owner,19.1,1197.0,85.8,5.0
tata manza aqua quadrajet bs iv,2012.0,140000.0,195000.0,diesel,individual,manual,second owner,21.12,1248.0,88.8,5.0
hyundai eon d lite,2012.0,200000.0,70000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
nissan micra diesel xl optional,2013.0,400000.0,83000.0,diesel,individual,manual,first owner,23.08,1461.0,63.1,5.0
hyundai eon era plus,2012.0,180000.0,100000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
maruti swift vxi optional,2015.0,550000.0,25000.0,petrol,individual,manual,first owner,20.4,1197.0,81.8,5.0
maruti swift vdi optional,2016.0,550000.0,50000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
maruti ertiga vdi,2012.0,550000.0,67000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
maruti zen estilo vxi bsiv,2011.0,270000.0,30000.0,petrol,individual,manual,first owner,19.0,998.0,67.1,5.0
renault pulse rxl,2013.0,315000.0,85000.0,diesel,individual,manual,first owner,23.08,1461.0,63.12,5.0
mahindra thar crde,2018.0,875000.0,25000.0,diesel,individual,manual,first owner,16.55,2498.0,105,6.0
toyota innova 2.5 g (diesel) 8 seater bs iv,2007.0,400000.0,170000.0,diesel,individual,manual,first owner,12.8,2494.0,102,
mahindra scorpio ex,2014.0,540000.0,110000.0,diesel,individual,manual,first owner,14.0,2523.0,75,
maruti wagon r lxi cng,2017.0,350000.0,60000.0,cng,individual,manual,first owner,26.6,998.0,58.16,5.0
hyundai verna 1.6 sx crdi (o),2011.0,360000.0,80000.0,diesel,individual,manual,second owner,22.32,1582.0,126.32,5.0
maruti wagon r vxi bs iv,2014.0,300000.0,31000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
hyundai grand i10 crdi sportz,2014.0,350000.0,100000.0,diesel,individual,manual,first owner,24.0,1120.0,70,5.0
mahindra nuvosport n8,2016.0,650000.0,130000.0,diesel,individual,manual,first owner,17.45,1493.0,100,7.0
maruti wagon r lxi optional,2016.0,350000.0,20000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
ford ecosport 1.5 tdci trend plus bsiv,2017.0,700000.0,60000.0,diesel,individual,manual,first owner,22.77,1498.0,98.59,5.0
maruti swift dzire vdi,2013.0,415000.0,102996.0,diesel,individual,manual,second owner,23.4,1248.0,74,5.0
hyundai i20 sportz 1.4 crdi,2015.0,550000.0,60000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
mahindra xuv500 w8 4wd,2012.0,595000.0,129000.0,diesel,individual,manual,third owner,15.1,2179.0,140,7.0
fiat grande punto evo 1.3 dynamic,2015.0,550000.0,67000.0,diesel,individual,manual,first owner,21.2,1248.0,75,5.0
toyota fortuner 2.5 4x2 mt trd sportivo,2015.0,,120000.0,diesel,individual,manual,first owner,13.0,2494.0,142,7.0
tata safari dicor 2.2 ex 4x2,2010.0,400000.0,120000.0,diesel,individual,manual,fourth & above owner,13.93,2179.0,138.03,7.0
fiat avventura power up 1.3 emotion,2015.0,500000.0,96500.0,diesel,individual,manual,first owner,20.5,1248.0,91.72,5.0
maruti wagon r lxi bsiii,2017.0,340000.0,52412.0,petrol,dealer,manual,first owner,18.9,998.0,67.1,5.0
mahindra scorpio sle bs iv,2012.0,480000.0,85472.0,diesel,dealer,manual,first owner,12.05,2179.0,120,
ford ecosport 1.5 tdci titanium plus bsiv,2013.0,480000.0,87452.0,diesel,dealer,manual,second owner,22.77,1498.0,98.59,5.0
ford ecosport 1.5 diesel ambiente bsiv,2018.0,750000.0,17000.0,diesel,individual,manual,first owner,23.0,1498.0,98.96,5.0
maruti wagon r lxi minor,2008.0,100000.0,66530.0,petrol,individual,manual,second owner,18.9,1061.0,67,5.0
hyundai i20 magna,2013.0,290000.0,40000.0,petrol,individual,manual,first owner,18.5,1197.0,82.85,5.0
fiat avventura power up 1.3 emotion,2015.0,425000.0,96500.0,diesel,individual,manual,first owner,20.5,1248.0,91.72,5.0
honda city v mt,2010.0,285000.0,79000.0,petrol,individual,manual,first owner,16.8,1497.0,116.3,5.0
mahindra tuv 300 mhawk100 t8,2016.0,625000.0,50000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
fiat grande punto active (diesel),2012.0,170000.0,60000.0,diesel,individual,manual,second owner,20.3,1248.0,75,5.0
tata zest revotron 1.2t xms,2018.0,459999.0,35000.0,petrol,individual,manual,first owner,17.57,1193.0,88.7,5.0
fiat avventura multijet emotion,2015.0,450000.0,120000.0,diesel,individual,manual,first owner,20.5,1248.0,91.72,5.0
maruti swift dzire amt vxi,2019.0,650000.0,10000.0,petrol,individual,automatic,first owner,21.21,1197.0,81.8,5.0
hyundai i20 active 1.2 s,2017.0,600000.0,15000.0,petrol,individual,manual,first owner,17.19,1197.0,81.86,5.0
maruti alto 800 cng lxi,2013.0,178000.0,70000.0,cng,individual,manual,second owner,30.46,796.0,47.3,5.0
maruti alto 800 lxi,2016.0,300000.0,5000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
maruti alto lxi,2009.0,150000.0,40000.0,petrol,individual,manual,first owner,19.7,796.0,46.3,5.0
hyundai elite i20 petrol magna exective,2019.0,590000.0,10000.0,petrol,individual,manual,first owner,18.6,1197.0,81.86,5.0
hyundai eon era plus,2016.0,310000.0,25000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
tata zest revotron 1.2t xms,2017.0,400000.0,53000.0,petrol,individual,manual,first owner,17.57,1193.0,88.7,5.0
mahindra scorpio lx,2014.0,520000.0,110000.0,diesel,individual,manual,second owner,12.05,2179.0,120,5.0
ashok leyland stile le,2013.0,300000.0,200000.0,diesel,individual,manual,second owner,20.07,1461.0,75,
mahindra xuv300 w8 option bsiv,2019.0,1000000.0,22000.0,petrol,individual,manual,first owner,17.0,1197.0,110,5.0
maruti wagon r vxi,2003.0,65000.0,70000.0,petrol,individual,manual,fourth & above owner,18.9,998.0,67.1,5.0
honda amaze vx i-dtec,2015.0,509999.0,75000.0,diesel,individual,manual,second owner,25.8,1498.0,98.6,5.0
maruti wagon r vxi bsiii,2012.0,221000.0,70000.0,petrol,individual,manual,first owner,18.9,998.0,67.1,5.0
volkswagen vento 1.6 highline,2014.0,390000.0,64000.0,petrol,individual,manual,third owner,15.04,1598.0,103.2,5.0
maruti gypsy king soft top mpi bsiv,,350000.0,60000.0,petrol,individual,manual,first owner,11.96,1298.0,80,
maruti alto lxi,2009.0,195000.0,40000.0,petrol,individual,manual,first owner,19.7,796.0,46.3,5.0
audi q7 3.0 tdi quattro,2010.0,,110000.0,diesel,individual,automatic,second owner,12.07,1248.0,241.4,7.0
mahindra scorpio vlx 2wd airbag bsiii,2013.0,600000.0,60000.0,diesel,individual,manual,first owner,12.05,2179.0,120,
hyundai i20 sportz option 1.4 crdi,2015.0,615000.0,72000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
hyundai i20 magna 1.4 crdi (diesel),2013.0,350000.0,70000.0,diesel,individual,manual,second owner,21.9,1396.0,88.76,5.0
chevrolet beat diesel ls,2012.0,140000.0,75000.0,diesel,individual,manual,first owner,25.44,936.0,57.6,5.0
hyundai i20 1.4 sportz,2017.0,650000.0,32331.0,diesel,individual,manual,second owner,22.54,1396.0,88.73,5.0
hyundai creta 1.6 crdi sx plus,2016.0,1100000.0,70000.0,diesel,individual,manual,first owner,19.67,1582.0,126.2,5.0
hyundai i20 1.4 crdi sportz,2010.0,285000.0,80000.0,diesel,individual,manual,second owner,23.0,1396.0,90,5.0
chevrolet spark 1.0 lt,2011.0,190000.0,20000.0,petrol,individual,manual,second owner,18.0,995.0,62,5.0
nissan sunny xl,2012.0,350000.0,110000.0,petrol,individual,manual,first owner,16.95,1498.0,97.7,5.0
hyundai grand i10 asta,2014.0,400000.0,40000.0,petrol,individual,manual,second owner,18.9,1197.0,82,5.0
toyota innova crysta 2.7 zx at bsiv,2016.0,400000.0,40000.0,petrol,individual,automatic,first owner,10.75,2694.0,163.7,7.0
hyundai i20 sportz 1.2,2015.0,434999.0,90000.0,petrol,individual,manual,second owner,18.6,1197.0,81.83,5.0
maruti swift dzire vxi,2014.0,450000.0,50000.0,petrol,individual,manual,second owner,19.1,1197.0,85.8,5.0
daewoo matiz sd,2014.0,45000.0,137000.0,petrol,individual,manual,first owner,18.5,796.0,53,5.0
hyundai i20 asta 1.2,2015.0,450000.0,60000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
maruti swift vdi optional,2017.0,580000.0,30000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
hyundai creta 1.6 crdi sx,2016.0,900000.0,98000.0,diesel,individual,manual,first owner,19.67,1582.0,126.2,5.0
maruti ertiga shvs zdi,2016.0,750000.0,50000.0,diesel,individual,manual,first owner,24.52,1248.0,88.5,7.0
tata indigo cs ls (tdi) bs iii,2009.0,140000.0,120000.0,diesel,individual,manual,third owner,19.09,1396.0,69,5.0
hyundai grand i10 1.2 kappa sportz bsiv,2017.0,525000.0,30000.0,petrol,individual,manual,first owner,18.9,1197.0,81.86,5.0
tata indigo cs ls (tdi) bs iii,2009.0,114999.0,120000.0,diesel,individual,manual,third owner,19.09,1396.0,69,5.0
tata tiago 1.2 revotron xz,2016.0,399000.0,40000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
hyundai santro xing xl erlx euro ii,2006.0,150000.0,100000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
tata indica v2 turbomax dls bs iv,2012.0,275000.0,90000.0,diesel,individual,manual,second owner,19.0,1405.0,71,5.0
hyundai i20 1.4 crdi magna,2011.0,340000.0,80000.0,diesel,individual,manual,second owner,21.9,1396.0,90,5.0
hyundai eon lpg era plus,2012.0,222000.0,120000.0,lpg,individual,manual,first owner,21.1,814.0,55.2,5.0
mahindra ssangyong rexton rx7,2013.0,850000.0,200000.0,diesel,individual,automatic,first owner,11.18,2696.0,184,7.0
tata indica v2 dls,2007.0,70000.0,110000.0,diesel,individual,manual,second owner,17.2,1396.0,53.5,5.0
tata tiago 1.2 revotron xt,2017.0,430000.0,38000.0,petrol,individual,manual,second owner,23.84,1199.0,84,5.0
tata tiago 1.2 revotron xt,2017.0,430000.0,35000.0,petrol,individual,manual,second owner,23.84,1199.0,84,5.0
maruti wagon r vxi bs iv,2014.0,320000.0,70000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
hyundai santro xing xg,2005.0,95000.0,125000.0,petrol,individual,manual,fourth & above owner,19.44,1248.0,74,5.0
renault fluence diesel e4,2012.0,500000.0,120000.0,diesel,individual,manual,second owner,21.8,1461.0,78,5.0
renault duster 110ps diesel rxl,2012.0,500000.0,110000.0,diesel,individual,manual,second owner,19.01,1461.0,108.45,5.0
tata indica vista aura plus 1.3 quadrajet bs iv,2010.0,229999.0,140000.0,diesel,individual,manual,first owner,18.4,1248.0,75,5.0
mahindra scorpio vls at 2.2 mhawk,2009.0,600000.0,155000.0,diesel,individual,automatic,second owner,11.79,2179.0,120,
hyundai santro xing xl,2007.0,200000.0,120000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
renault pulse rxl optional,2017.0,500000.0,80000.0,diesel,individual,manual,second owner,23.08,1461.0,63.1,5.0
mahindra bolero slx 2wd,2010.0,315000.0,120000.0,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
maruti wagon r vxi minor,2011.0,265000.0,80000.0,petrol,individual,manual,first owner,18.9,998.0,67.1,5.0
ford figo 1.5d base mt,2015.0,350000.0,110000.0,diesel,individual,manual,second owner,25.83,1498.0,99,5.0
tata indigo cr4,2012.0,200000.0,,diesel,individual,manual,first owner,23.57,1396.0,70,5.0
tata indica v2 dle bsiii,2011.0,114999.0,172000.0,diesel,individual,manual,second owner,17.88,1396.0,52.8,5.0
hyundai i20 magna 1.2,2014.0,425000.0,25000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
ford ecosport 1.5 diesel trend bsiv,2019.0,900000.0,35000.0,diesel,individual,manual,first owner,23.0,1498.0,98.96,5.0
mahindra scorpio 2009-2014 sle 7s bsiv,2014.0,550000.0,126000.0,diesel,individual,manual,first owner,12.05,2179.0,120,7.0
honda wr-v i-dtec vx,2018.0,900000.0,30000.0,diesel,individual,manual,first owner,25.5,1498.0,98.6,5.0
hyundai i10 era,2011.0,165000.0,97000.0,petrol,individual,manual,third owner,19.81,1086.0,68.05,5.0
hyundai verna 1.6 crdi at sx option,2016.0,850000.0,120000.0,diesel,individual,automatic,first owner,19.08,1582.0,126.2,5.0
hyundai verna 1.6 crdi s option,2016.0,850000.0,120000.0,diesel,individual,manual,first owner,23.9,1582.0,126.32,5.0
mahindra thar crde ac,2014.0,550000.0,80000.0,diesel,individual,manual,second owner,16.55,2498.0,105,6.0
maruti swift dzire vdi bsiv,2011.0,500000.0,60000.0,diesel,individual,manual,second owner,19.3,1248.0,73.9,5.0
hyundai i10 era,2011.0,160000.0,60000.0,petrol,individual,manual,first owner,19.81,1086.0,68.05,5.0
honda city i dtec vx,2015.0,670000.0,60000.0,diesel,individual,manual,first owner,25.1,1498.0,98.6,5.0
maruti swift zdi,2014.0,430000.0,90000.0,diesel,individual,manual,first owner,22.9,1248.0,74,5.0
hyundai xcent 1.2 kappa base,2015.0,375000.0,30000.0,petrol,individual,manual,first owner,19.1,1197.0,82,5.0
hyundai i20 asta option 1.2,2016.0,650000.0,35000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
maruti swift dzire ldi,2016.0,500000.0,35000.0,diesel,individual,manual,first owner,26.59,1248.0,74,5.0
mahindra xuv500 w10 2wd,2017.0,1350000.0,25000.0,diesel,individual,manual,first owner,16.0,2179.0,140,7.0
volkswagen ameo 1.5 tdi comfortline,2018.0,600000.0,40000.0,diesel,individual,manual,first owner,21.66,1498.0,108.62,5.0
hyundai creta 1.6 crdi sx plus,2017.0,1200000.0,25000.0,diesel,individual,manual,first owner,19.67,1582.0,126.2,5.0
hyundai grand i10 sportz,2017.0,550000.0,23456.0,petrol,dealer,manual,first owner,18.9,1197.0,82,5.0
mahindra xuv500 w10 2wd,2015.0,1225000.0,39000.0,diesel,dealer,manual,first owner,16.0,2179.0,140,7.0
honda wr-v i-vtec s,2017.0,700000.0,15000.0,petrol,individual,manual,first owner,17.5,1199.0,88.7,5.0
maruti swift dzire vdi,2013.0,530000.0,40000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
chevrolet beat lt,2010.0,150000.0,70000.0,petrol,individual,manual,first owner,18.6,1199.0,79.4,5.0
maruti swift dzire vxi,2014.0,475000.0,40000.0,petrol,individual,manual,first owner,19.1,1197.0,85.8,5.0
mahindra scorpio slx 4wd,2008.0,375000.0,136500.0,diesel,individual,manual,fourth & above owner,12.7,2609.0,120,
mahindra kuv 100 mfalcon d75 k6 plus,2016.0,425000.0,70000.0,diesel,individual,manual,second owner,25.32,1198.0,77,6.0
honda city i dtec vx,2015.0,800000.0,90000.0,diesel,individual,manual,second owner,25.1,1498.0,98.6,5.0
maruti 800 dx,2014.0,40000.0,32000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
maruti wagon r amt vxi option,2018.0,509999.0,8000.0,petrol,individual,automatic,second owner,20.51,998.0,67,5.0
toyota etios liva vd,2015.0,387000.0,170000.0,diesel,individual,manual,first owner,23.59,1364.0,67.04,5.0
maruti alto 800 vxi,2014.0,235000.0,25000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
tata sumo se plus bsii,2014.0,95000.0,120000.0,diesel,individual,manual,fourth & above owner,12.2,1948.0,68,5.0
maruti swift vdi bsiii,2010.0,340000.0,110000.0,diesel,individual,manual,third owner,17.8,1248.0,75,5.0
mahindra xuv500 w6 2wd,2016.0,1000000.0,100000.0,diesel,individual,manual,first owner,16.0,2179.0,140,7.0
ford ikon 1.4 tdci duratorq,2009.0,160000.0,115000.0,diesel,individual,manual,second owner,13.8,1399.0,68,5.0
mahindra scorpio slx 4wd le,2008.0,365000.0,120000.0,diesel,individual,manual,fourth & above owner,12.7,2609.0,120,
skoda fabia 1.2l diesel elegance,2011.0,300000.0,69500.0,diesel,individual,manual,second owner,20.86,1199.0,75,5.0
maruti swift vdi bsiii,2008.0,260000.0,90000.0,diesel,individual,manual,second owner,17.8,1248.0,75,5.0
honda jazz v cvt,2018.0,860000.0,40000.0,petrol,individual,automatic,first owner,18.2,1199.0,88.7,5.0
hyundai verna 1.6 xi abs,2008.0,114999.0,55000.0,petrol,individual,manual,second owner,13.9,1599.0,103.2,5.0
maruti alto lxi,2007.0,100000.0,90000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
volkswagen vento 1.5 tdi highline,2014.0,565000.0,111000.0,diesel,individual,manual,first owner,20.34,1498.0,103.2,5.0
mahindra xylo e4 bs iii,2013.0,450000.0,120000.0,diesel,individual,manual,second owner,11.68,2498.0,112,7.0
maruti baleno zeta 1.2,2017.0,625000.0,15000.0,petrol,individual,manual,first owner,21.4,1197.0,83.1,5.0
maruti alto 800 vxi,2016.0,280000.0,30000.0,petrol,individual,manual,second owner,22.74,796.0,47.3,5.0
maruti alto k10 vxi,2017.0,330000.0,50000.0,petrol,individual,manual,first owner,23.95,998.0,67.05,5.0
hyundai creta 1.6 crdi anniversary edition,2015.0,1300000.0,40000.0,diesel,individual,manual,first owner,19.67,1582.0,126.2,5.0
tata indica v2 glx bsiii,2008.0,65000.0,50000.0,petrol,individual,manual,second owner,15.3,1396.0,70,5.0
tata tiago 1.2 revotron xz,2018.0,480000.0,45000.0,petrol,individual,manual,second owner,23.84,1199.0,84,5.0
tata tiago 1.05 revotorq xz,2016.0,400000.0,35000.0,diesel,individual,manual,second owner,27.28,1047.0,69,5.0
tata new safari dicor 2.2 gx 4x2,2009.0,500000.0,80000.0,diesel,individual,manual,first owner,13.93,2179.0,138,7.0
mahindra xylo e4 abs bs iv,2012.0,320000.0,120000.0,diesel,individual,manual,first owner,11.68,2498.0,112,7.0
mahindra xuv500 w8 2wd,2014.0,750000.0,90000.0,diesel,individual,manual,second owner,15.1,2179.0,140,7.0
mahindra bolero power plus sle,2017.0,620000.0,100000.0,diesel,individual,manual,first owner,16.5,1493.0,70,7.0
